meter_reading,consumed_power,white_goods
68224.773,0.1921,0.0821
68225.5736,0.8006,0.6787
68225.7531,0.1795,0.0683
68226.4922,0.7391,0.626
68226.6802,0.188,0.0785
68227.3605,0.6803,0.5791
68228.0869,0.7264,0.6211
68228.2833,0.1964,0.0823
68228.9811,0.6978,0.5731
68229.18,0.1989,0.0769
68229.3715,0.1915,0.0749
68230.1458,0.7743,0.6518
68230.3783,0.2325,0.0793
68231.1043,0.726,0.5721
68231.8375,0.7332,0.579
68232.6704,0.8329,0.6842
68233.4576,0.7872,0.6315
68234.2397,0.7821,0.6311
68234.9352,0.6955,0.6135
68235.6318,0.6966,0.6185
68236.6898,1.058,0.069
68237.81,1.1202,0.0692
68239.4758,1.6658,0.6406
68241.1228,1.647,0.6245
68242.7828,1.66,0.5998
68243.7858,1.003,0.0808
68244.8234,1.0376,0.0732
68245.9683,1.1449,0.0807
68247.7378,1.7695,0.6638
68248.9079,1.1701,0.0736
68250.4424,1.5345,0.5793
68252.1508,1.7084,0.6142
68253.8802,1.7294,0.6171
68255.0087,1.1285,0.082
68256.6712,1.6625,0.6168
68258.3068,1.6356,0.5955
68258.4085,0.1017,0.0725
68259.0926,0.6841,0.6419
68259.7309,0.6383,0.609
68259.8494,0.1185,0.0793
68259.9729,0.1235,0.0821
68260.0734,0.1005,0.0703
68260.6886,0.6152,0.5875
68260.7921,0.1035,0.0756
68260.9957,0.2036,0.0814
68261.6724,0.6767,0.5705
68261.861,0.1886,0.0741
68262.0425,0.1815,0.0752
68262.2416,0.1991,0.0741
68263.0067,0.7651,0.6542
68263.1919,0.1852,0.0703
68263.973,0.7811,0.6566
68264.1624,0.1894,0.07
68264.3438,0.1814,0.0743
68264.5325,0.1887,0.0819
68264.7322,0.1997,0.0815
68264.9171,0.1849,0.0689
68265.11,0.1929,0.0805
68265.8343,0.7243,0.6164
68266.5175,0.6832,0.5777
68266.7483,0.2308,0.0676
68266.9921,0.2438,0.0811
68267.8044,0.8123,0.654
68268.6391,0.8347,0.671
68269.3696,0.7305,0.5803
68269.6076,0.238,0.0741
68269.7469,0.1393,0.0707
68270.3972,0.6503,0.5835
68271.4964,1.0992,0.0778
68273.1343,1.6379,0.6614
68274.7917,1.6574,0.6335
68276.4961,1.7044,0.6362
68277.5854,1.0893,0.0792
68278.7044,1.119,0.0694
68280.3463,1.6419,0.6357
68281.3379,0.9916,0.0788
68282.4672,1.1293,0.0707
68283.6128,1.1456,0.0801
68285.1829,1.5701,0.6181
68286.7677,1.5848,0.5779
68287.8531,1.0854,0.0688
68289.4805,1.6274,0.5755
68290.5767,1.0962,0.0675
68291.6704,1.0937,0.0691
68291.7865,0.1161,0.0748
68291.9051,0.1186,0.078
68292.016,0.1109,0.0797
68292.134,0.118,0.0796
68292.2492,0.1152,0.076
68292.9359,0.6867,0.6479
68293.6504,0.7145,0.6724
68294.3036,0.6532,0.6218
68294.4823,0.1787,0.0704
68294.6728,0.1905,0.0807
68294.865,0.1922,0.069
68295.6176,0.7526,0.6367
68296.3449,0.7273,0.6048
68296.5224,0.1775,0.0718
68297.2261,0.7037,0.5867
68297.4064,0.1803,0.0764
68297.5842,0.1778,0.07
68297.775,0.1908,0.0721
68298.5348,0.7598,0.6469
68299.249,0.7142,0.6021
68299.4303,0.1813,0.0747
68299.6284,0.1981,0.0773
68300.3892,0.7608,0.6515
68301.0718,0.6826,0.5777
68301.8873,0.8155,0.6568
68302.1112,0.2239,0.0688
68302.3392,0.228,0.0728
68302.5702,0.231,0.0786
68302.7953,0.2251,0.0783
68303.0256,0.2303,0.0682
68303.6769,0.6513,0.5776
68303.8288,0.1519,0.0794
68304.9685,1.1397,0.0731
68306.148,1.1795,0.0767
68307.2543,1.1063,0.0722
68308.9496,1.6953,0.601
68310.5826,1.633,0.5735
68311.7098,1.1272,0.0689
68313.2389,1.5291,0.5939
68314.4253,1.1864,0.0792
68315.5737,1.1484,0.0729
68317.2692,1.6955,0.6265
68318.7684,1.4992,0.5908
68319.8381,1.0697,0.0749
68320.9964,1.1583,0.0823
68322.5706,1.5742,0.6241
68323.63,1.0594,0.08
68324.7607,1.1307,0.0722
68324.8671,0.1064,0.0685
68325.51,0.6429,0.6067
68325.6241,0.1141,0.0739
68325.7257,0.1016,0.0733
68325.8363,0.1106,0.0815
68326.5111,0.6748,0.6453
68326.6115,0.1004,0.0697
68327.2655,0.654,0.6239
68327.465,0.1995,0.0809
68328.1564,0.6914,0.5785
68328.8327,0.6763,0.5654
68329.025,0.1923,0.0756
68329.2295,0.2045,0.0799
68329.9167,0.6872,0.5789
68330.666,0.7493,0.6436
68331.3654,0.6994,0.5955
68331.5501,0.1847,0.0698
68332.2919,0.7418,0.6326
68333.0481,0.7562,0.6344
68333.2526,0.2045,0.0813
68333.9959,0.7433,0.6294
68334.7396,0.7437,0.6332
68334.9171,0.1775,0.0702
68335.1205,0.2034,0.082
68335.3447,0.2242,0.0801
68336.1734,0.8287,0.677
68336.3941,0.2207,0.0716
68337.1225,0.7284,0.5862
68337.8702,0.7477,0.5923
68338.6225,0.7523,0.5895
68339.3619,0.7394,0.6724
68339.5178,0.1559,0.0782
68341.0598,1.542,0.5768
68342.2288,1.169,0.0796
68343.8175,1.5887,0.5916
68344.9459,1.1284,0.076
68346.4588,1.5129,0.6041
68348.0606,1.6018,0.6447
68349.1542,1.0936,0.0735
68350.1828,1.0286,0.0817
68351.3491,1.1663,0.0756
68352.4753,1.1262,0.0774
68353.4693,0.994,0.0696
68354.5095,1.0402,0.0676
68356.2028,1.6933,0.623
68357.2798,1.077,0.0734
68358.8918,1.612,0.579
68360.4402,1.5484,0.6075
68361.1339,0.6937,0.6639
68361.8339,0.7,0.6699
68361.9416,0.1077,0.0781
68362.0502,0.1086,0.0782
68362.1691,0.1189,0.078
68362.7817,0.6126,0.5691
68363.4567,0.675,0.6463
68364.1135,0.6568,0.6282
68364.3024,0.1889,0.0687
68364.4869,0.1845,0.0749
68364.686,0.1991,0.0777
68365.4057,0.7197,0.6051
68366.1227,0.717,0.6076
68366.8517,0.729,0.6175
68367.0432,0.1915,0.0824
68367.7332,0.69,0.5721
68368.4247,0.6915,0.5783
68369.1117,0.687,0.5777
68369.2968,0.1851,0.069
68369.4864,0.1896,0.0754
68370.2126,0.7262,0.6156
68370.3979,0.1853,0.07
68371.1401,0.7422,0.617
68371.3327,0.1926,0.0775
68372.1113,0.7786,0.6285
68372.33,0.2187,0.0698
68372.5648,0.2348,0.0687
68372.7969,0.2321,0.0756
68373.6025,0.8056,0.6507
68373.8298,0.2273,0.0765
68374.5249,0.6951,0.6273
68374.6654,0.1405,0.0718
68376.2609,1.5955,0.626
68377.3523,1.0914,0.0805
68378.3639,1.0116,0.0765
68379.9835,1.6196,0.5982
68381.6047,1.6212,0.5862
68382.7841,1.1794,0.0683
68384.4332,1.6491,0.6507
68385.555,1.1218,0.0763
68387.2765,1.7215,0.6338
68388.9744,1.6979,0.6523
68390.6368,1.6624,0.5808
68391.716,1.0792,0.0706
68392.7416,1.0256,0.0788
68394.299,1.5574,0.589
68395.9478,1.6488,0.6478
68397.498,1.5502,0.6352
68398.1163,0.6183,0.5777
68398.7382,0.6219,0.5934
68398.8477,0.1095,0.0767
68398.9512,0.1035,0.0728
68399.585,0.6338,0.592
68400.2551,0.6701,0.6428
68400.3722,0.1171,0.079
68400.4732,0.101,0.0692
68400.6596,0.1864,0.0728
68401.352,0.6924,0.5771
68401.5428,0.1908,0.0772
68402.2687,0.7259,0.6133
68402.4594,0.1907,0.0705
68402.6583,0.1989,0.0806
68403.3753,0.717,0.6065
68404.1015,0.7262,0.605
68404.2911,0.1896,0.0801
68404.9931,0.702,0.5826
68405.6988,0.7057,0.5933
68405.8888,0.19,0.0821
68406.6373,0.7485,0.6307
68406.8284,0.1911,0.0685
68407.5401,0.7117,0.5943
68407.7186,0.1785,0.0699
68408.4947,0.7761,0.6299
68408.7185,0.2238,0.0755
68409.5134,0.7949,0.636
68409.73,0.2166,0.0716
68409.9493,0.2193,0.0739
68410.1841,0.2348,0.0766
68410.3398,0.1557,0.07
68410.4755,0.1357,0.0693
68412.0756,1.6001,0.588
68413.1231,1.0475,0.0715
68414.1162,0.9931,0.0745
68415.1941,1.0779,0.0785
68416.973,1.7789,0.6683
68418.6923,1.7193,0.6597
68420.3026,1.6103,0.6525
68421.3853,1.0827,0.0704
68422.3692,0.9839,0.0766
68423.8889,1.5197,0.5786
68425.49,1.6011,0.6809
68426.6506,1.1606,0.0681
68428.3079,1.6573,0.6819
68429.9944,1.6865,0.6074
68431.6501,1.6557,0.5822
68432.7957,1.1456,0.0733
68432.9151,0.1194,0.0815
68433.0295,0.1144,0.0823
68433.7224,0.6929,0.6648
68434.3761,0.6537,0.614
68434.4723,0.0962,0.0682
68434.5787,0.1064,0.0779
68434.6755,0.0968,0.0689
68434.7786,0.1031,0.0727
68434.9651,0.1865,0.0798
68435.1519,0.1868,0.0784
68435.8383,0.6864,0.5793
68436.5679,0.7296,0.6045
68436.7549,0.187,0.0707
68436.9499,0.195,0.0812
68437.6846,0.7347,0.6159
68437.8712,0.1866,0.0775
68438.6359,0.7647,0.6537
68438.8238,0.1879,0.0817
68439.584,0.7602,0.643
68440.2768,0.6928,0.5841
68440.4635,0.1867,0.0677
68441.2394,0.7759,0.6501
68441.4341,0.1947,0.0815
68442.1899,0.7558,0.6458
68442.4249,0.235,0.0816
68442.6565,0.2316,0.0698
68443.4439,0.7874,0.6239
68443.6651,0.2212,0.0777
68444.4937,0.8286,0.6674
68444.734,0.2403,0.0802
68445.4525,0.7185,0.6436
68445.6072,0.1547,0.0724
68447.235,1.6278,0.6388
68448.9195,1.6845,0.614
68450.5305,1.611,0.6269
68452.2875,1.757,0.6626
68453.3652,1.0777,0.0789
68454.503,1.1378,0.0744
68455.516,1.013,0.0701
68456.6898,1.1738,0.0787
68458.3223,1.6325,0.6382
68459.424,1.1017,0.0753
68461.0306,1.6066,0.6263
68462.1254,1.0948,0.0723
68463.1159,0.9905,0.073
68464.166,1.0501,0.072
68465.3225,1.1565,0.0727
68466.9508,1.6283,0.5768
68467.6516,0.7008,0.6609
68468.2633,0.6117,0.5822
68468.9394,0.6761,0.6446
68469.0569,0.1175,0.0752
68469.7612,0.7043,0.6722
68470.4081,0.6469,0.6152
68471.099,0.6909,0.6525
68471.7524,0.6534,0.6245
68471.9483,0.1959,0.0798
68472.6392,0.6909,0.5866
68473.3129,0.6737,0.5664
68474.0281,0.7152,0.6026
68474.2244,0.1963,0.0811
68474.4132,0.1888,0.0753
68475.2074,0.7942,0.6819
68475.4056,0.1982,0.0748
68476.0804,0.6748,0.5687
68476.8818,0.8014,0.6758
68477.6671,0.7853,0.6556
68478.3681,0.701,0.5765
68479.1721,0.804,0.681
68479.3696,0.1975,0.0815
68480.1664,0.7968,0.6798
68480.3548,0.1884,0.0709
68481.1566,0.8018,0.6378
68481.9301,0.7735,0.6086
68482.6635,0.7334,0.5825
68483.4916,0.8281,0.6662
68484.2825,0.7909,0.6316
68484.5214,0.2389,0.0758
68485.1829,0.6615,0.594
68485.8343,0.6514,0.5816
68487.5507,1.7164,0.6174
68488.6669,1.1162,0.0818
68489.8349,1.168,0.0738
68491.5099,1.675,0.6747
68492.605,1.0951,0.0754
68493.6852,1.0802,0.081
68495.3364,1.6512,0.6175
68496.9513,1.6149,0.602
68498.538,1.5867,0.663
68499.6585,1.1205,0.0694
68501.366,1.7075,0.5986
68503.0861,1.7201,0.6805
68504.7921,1.706,0.6344
68506.4652,1.6731,0.6402
68507.514,1.0488,0.0736
68508.5931,1.0791,0.0809
68508.6995,0.1064,0.0675
68508.7986,0.0991,0.068
68509.449,0.6504,0.6212
68510.115,0.666,0.6268
68510.8159,0.7009,0.6686
68510.9278,0.1119,0.0727
68511.5792,0.6514,0.6136
68512.2404,0.6612,0.6224
68512.9443,0.7039,0.585
68513.7145,0.7702,0.6504
68514.4327,0.7182,0.6076
68514.619,0.1863,0.0805
68514.8064,0.1874,0.0721
68515.5204,0.714,0.6037
68515.7109,0.1905,0.0682
68515.8867,0.1758,0.0688
68516.0668,0.1801,0.0691
68516.7813,0.7145,0.5936
68517.5113,0.73,0.6259
68518.2544,0.7431,0.6232
68518.9536,0.6992,0.5876
68519.1417,0.1881,0.0801
68519.8752,0.7335,0.6266
68520.5909,0.7157,0.6045
68520.8146,0.2237,0.0702
68521.0391,0.2245,0.0702
68521.2693,0.2302,0.0767
68521.5049,0.2356,0.0778
68522.2561,0.7512,0.5861
68523.0158,0.7597,0.5949
68523.1682,0.1524,0.0705
68523.3253,0.1571,0.08
68524.8801,1.5548,0.6
68526.0769,1.1968,0.0825
68527.7119,1.635,0.6522
68529.2849,1.573,0.6282
68530.8134,1.5285,0.5916
68532.5827,1.7693,0.671
68533.6577,1.075,0.078
68534.6892,1.0315,0.0757
68535.7165,1.0273,0.0679
68537.4146,1.6981,0.6591
68538.4997,1.0851,0.0764
68539.5071,1.0074,0.0679
68540.5915,1.0844,0.0787
68541.6621,1.0706,0.0717
68543.3457,1.6836,0.605
68545.0269,1.6812,0.6364
68545.7137,0.6868,0.6458
68546.3558,0.6421,0.6141
68547.042,0.6862,0.6582
68547.6455,0.6035,0.5742
68548.3337,0.6882,0.6486
68548.4553,0.1216,0.0785
68548.5618,0.1065,0.076
68548.6634,0.1016,0.0723
68549.3748,0.7114,0.6057
68549.5626,0.1878,0.0707
68550.2518,0.6892,0.5794
68550.9986,0.7468,0.6275
68551.1754,0.1768,0.0699
68551.3629,0.1875,0.0779
68551.55,0.1871,0.0739
68552.3173,0.7673,0.6452
68552.5138,0.1965,0.0692
68552.7002,0.1864,0.0691
68552.8747,0.1745,0.0693
68553.0639,0.1892,0.07
68553.2497,0.1858,0.0744
68553.9272,0.6775,0.568
68554.1181,0.1909,0.0709
68554.9107,0.7926,0.6786
68555.6979,0.7872,0.6356
68556.4843,0.7864,0.627
68557.2482,0.7639,0.6248
68557.486,0.2378,0.0817
68558.323,0.837,0.6832
68559.1541,0.8311,0.675
68559.8099,0.6558,0.5747
68559.9617,0.1518,0.0678
68561.1677,1.206,0.0744
68562.8481,1.6804,0.572
68563.9521,1.104,0.0812
68564.9774,1.0253,0.0822
68566.6403,1.6629,0.6107
68567.6284,0.9881,0.0753
68568.6632,1.0348,0.0676
68570.3474,1.6842,0.623
68571.4136,1.0662,0.0767
68573.0248,1.6112,0.5809
68574.7262,1.7014,0.6202
68575.7424,1.0162,0.0822
68577.4055,1.6631,0.5863
68579.1302,1.7247,0.6771
68580.6348,1.5046,0.5847
68581.7586,1.1238,0.0774
68581.8701,0.1115,0.0737
68582.5373,0.6672,0.6294
68583.1901,0.6528,0.6113
68583.3054,0.1153,0.0753
68583.4228,0.1174,0.0775
68584.0438,0.621,0.582
68584.159,0.1152,0.0758
68584.2626,0.1036,0.0736
68585.0179,0.7553,0.651
68585.7168,0.6989,0.5892
68585.9238,0.207,0.0809
68586.1164,0.1926,0.07
68586.2962,0.1798,0.0707
68587.088,0.7918,0.6704
68587.7821,0.6941,0.5749
68588.5249,0.7428,0.62
68588.7194,0.1945,0.0698
68589.4437,0.7243,0.6088
68589.6238,0.1801,0.0705
68590.342,0.7182,0.5924
68590.5333,0.1913,0.0763
68590.7117,0.1784,0.0734
68591.4003,0.6886,0.5705
68592.1516,0.7513,0.6281
68592.933,0.7814,0.6187
68593.1662,0.2332,0.0823
68593.3877,0.2215,0.0702
68594.1252,0.7375,0.5769
68594.3489,0.2237,0.0697
68594.5773,0.2284,0.074
68595.2386,0.6613,0.5891
68595.9382,0.6996,0.6249
68597.1174,1.1792,0.0777
68598.7205,1.6031,0.6459
68599.8385,1.118,0.0806
68600.9459,1.1074,0.0713
68602.5969,1.651,0.5806
68603.7328,1.1359,0.0785
68604.7937,1.0609,0.0739
68606.495,1.7013,0.6419
68608.1099,1.6149,0.5714
68609.8065,1.6966,0.6268
68611.3433,1.5368,0.62
68612.8766,1.5333,0.6126
68613.9147,1.0381,0.0727
68614.9438,1.0291,0.0786
68616.0299,1.0861,0.0702
68617.7313,1.7014,0.6051
68617.8413,0.11,0.0809
68617.9535,0.1122,0.0708
68618.657,0.7035,0.6633
68618.7791,0.1221,0.0796
68618.8823,0.1032,0.0741
68619.4844,0.6021,0.5731
68620.1718,0.6874,0.6586
68620.2782,0.1064,0.0784
68620.4581,0.1799,0.071
68620.6427,0.1846,0.0798
68620.8218,0.1791,0.0737
68621.0214,0.1996,0.0801
68621.2167,0.1953,0.0708
68621.4026,0.1859,0.0687
68622.1857,0.7831,0.6773
68622.385,0.1993,0.0788
68623.1412,0.7562,0.6367
68623.8914,0.7502,0.6319
68624.661,0.7696,0.6503
68624.8519,0.1909,0.0757
68625.6292,0.7773,0.6623
68625.8222,0.193,0.0789
68626.0078,0.1856,0.0761
68626.733,0.7252,0.6011
68626.9724,0.2394,0.0742
68627.1946,0.2222,0.0707
68627.426,0.2314,0.0752
68627.6514,0.2254,0.0748
68628.4563,0.8049,0.6433
68629.2402,0.7839,0.6401
68629.3988,0.1586,0.0793
68629.5474,0.1486,0.0693
68630.7157,1.1683,0.0799
68632.4656,1.7499,0.6687
68633.5084,1.0428,0.0681
68634.556,1.0476,0.069
29568.5803,1.5803,0.5802
29570.2378,1.6575,0.6015
29571.9348,1.697,0.5961
29572.9201,0.9853,0.0682
29573.9832,1.0631,0.0799
29575.6931,1.7099,0.6091
29577.3375,1.6444,0.679
29578.3703,1.0328,0.0755
29579.9799,1.6096,0.5696
29581.6679,1.688,0.6351
29582.718,1.0501,0.0728
29584.3221,1.6041,0.6663
29584.9897,0.6676,0.6626
29585.0749,0.0852,0.0798
29585.9264,0.8515,0.8213
29586.8199,0.8935,0.8565
29587.1539,0.334,0.3015
29587.2711,0.1172,0.0771
29587.4045,0.1334,0.0746
29588.1013,0.6968,0.626
29588.8266,0.7253,0.6553
29589.5568,0.7302,0.672
29589.6979,0.1411,0.0795
29590.4233,0.7254,0.6603
29592.1141,1.6908,0.5695
29593.2327,1.1186,0.0743
29594.8765,1.6438,0.6236
29596.0347,1.1582,0.0782
29597.8127,1.778,0.6447
29599.4579,1.6452,0.6678
29600.696,1.2381,0.075
29601.9537,1.2577,0.0693
29603.7879,1.8342,0.6687
29604.9328,1.1449,0.0797
29606.6593,1.7265,0.5787
29608.4748,1.8155,0.6736
29610.1234,1.6486,0.5728
29611.3045,1.1811,0.0806
29613.0453,1.7408,0.6691
29614.7952,1.7499,0.5761
29616.0045,1.2093,0.075
29617.2087,1.2042,0.0693
29618.3602,1.1515,0.072
29619.5661,1.2059,0.0733
29621.8124,2.2463,1.2164
29623.5967,1.7843,0.6673
29624.7788,1.1821,0.0695
29625.8393,1.0605,0.0792
29627.0102,1.1709,0.0786
29628.6122,1.602,0.6713
29629.7048,1.0926,0.0735
29631.3159,1.6111,0.6394
29632.4074,1.0915,0.0714
29633.5893,1.1819,0.0777
29635.1619,1.5726,0.6104
29636.8743,1.7124,0.6121
29638.6022,1.7279,0.6732
29640.3592,1.757,0.673
29641.3489,0.9897,0.0761
29642.3891,1.0402,0.0746
29642.9977,0.6086,0.6032
29643.0699,0.0722,0.0675
29643.9148,0.8449,0.8056
29644.289,0.3742,0.3324
29644.6304,0.3414,0.311
29645.2332,0.6028,0.571
29645.3728,0.1396,0.069
29646.106,0.7332,0.6759
29646.7815,0.6755,0.6053
29647.4398,0.6583,0.587
29647.5794,0.1396,0.0688
29648.2201,0.6407,0.5688
29649.3667,1.1466,0.074
29651.0871,1.7204,0.6291
29652.2227,1.1356,0.0772
29653.401,1.1783,0.0759
29654.6301,1.2291,0.0738
29656.3158,1.6857,0.5997
29657.4196,1.1038,0.0728
29658.5231,1.1035,0.0766
29660.275,1.7519,0.6056
29661.3863,1.1113,0.0683
29663.0602,1.6739,0.6323
29664.1637,1.1035,0.0682
29665.3484,1.1847,0.076
29667.2301,1.8817,0.6637
29669.065,1.8349,0.6237
29670.8058,1.7408,0.6553
29672.0781,1.2723,0.0754
29673.1717,1.0936,0.0718
29674.3801,1.2084,0.0738
29675.5545,1.1744,0.0707
29677.3078,1.7533,0.6332
29679.2019,1.8941,0.6755
29680.2296,1.0277,0.0703
29681.336,1.1064,0.0821
29683.0363,1.7003,0.6171
29684.1848,1.1485,0.0745
29685.8944,1.7096,0.63
29686.8896,0.9952,0.0759
29688.5798,1.6902,0.6518
29690.1867,1.6069,0.6774
29691.2586,1.0719,0.0816
29692.9678,1.7092,0.6653
29694.0787,1.1109,0.0727
29695.7577,1.679,0.5809
29696.7792,1.0215,0.0726
29697.8289,1.0497,0.0727
29698.4459,0.617,0.6117
29699.1325,0.6866,0.6711
29700.0114,0.8789,0.8479
29700.3898,0.3784,0.3457
29700.7485,0.3587,0.3181
29700.8686,0.1201,0.0781
29701.0069,0.1383,0.0743
29701.146,0.1391,0.0772
29701.2842,0.1382,0.0754
29701.947,0.6628,0.6049
29702.6753,0.7283,0.6614
29702.8196,0.1443,0.0765
29703.9644,1.1448,0.0778
29705.0524,1.088,0.0783
29706.7853,1.7329,0.5805
29708.583,1.7977,0.6589
29710.2136,1.6306,0.6061
29711.9234,1.7098,0.6168
29713.1569,1.2335,0.0744
29714.3559,1.199,0.0757
29715.5763,1.2204,0.0824
29716.7731,1.1968,0.0767
29718.448,1.6749,0.588
29720.0881,1.6401,0.617
29721.91,1.8219,0.6404
29723.1001,1.1901,0.0702
29724.3492,1.2491,0.0772
29726.0406,1.6914,0.6706
29727.7093,1.6687,0.6162
29728.9899,1.2806,0.0742
29730.8183,1.8284,0.6717
29732.5612,1.7429,0.5896
29734.3895,1.8283,0.6497
29736.068,1.6785,0.6134
29737.6446,1.5766,0.586
29739.3566,1.712,0.6036
29740.857,1.5004,0.5939
29741.9398,1.0828,0.0708
29743.0617,1.1219,0.0697
29744.6833,1.6216,0.6178
29745.694,1.0107,0.0788
29747.3656,1.6716,0.6746
29748.9215,1.5559,0.5676
29750.6169,1.6954,0.594
29751.7353,1.1184,0.0783
29752.8506,1.1153,0.074
29754.0037,1.1531,0.0823
29755.6496,1.6459,0.6103
29755.7336,0.084,0.0694
29755.8085,0.0749,0.07
29756.1651,0.3566,0.3145
29757.1121,0.947,0.9091
29758.0203,0.9082,0.8788
29758.6957,0.6754,0.6435
29759.4019,0.7062,0.6363
29760.11,0.7081,0.6487
29760.8008,0.6908,0.6297
29760.9462,0.1454,0.0752
29761.0855,0.1393,0.0713
29761.2267,0.1412,0.0715
29762.8435,1.6168,0.6197
29764.0417,1.1982,0.0679
29765.2609,1.2192,0.0724
29766.3156,1.0547,0.0823
29767.3496,1.034,0.0685
29769.0729,1.7233,0.6617
29770.7489,1.676,0.5859
29772.4257,1.6768,0.6274
29773.6137,1.188,0.0778
29774.8861,1.2724,0.069
29776.1685,1.2824,0.0704
29777.9559,1.7874,0.6395
29779.7464,1.7905,0.642
29781.0383,1.2919,0.0687
29782.3237,1.2854,0.0725
29783.5502,1.2265,0.0824
29784.6539,1.1037,0.0782
29785.8854,1.2315,0.08
29787.5999,1.7145,0.6378
29788.886,1.2861,0.0809
29791.2421,2.3561,1.2414
29793.5067,2.2646,1.1955
29794.7319,1.2252,0.0803
29795.8613,1.1294,0.0718
29797.4409,1.5796,0.6118
29799.1345,1.6936,0.6084
29800.2825,1.148,0.081
29801.4427,1.1602,0.0774
29802.6005,1.1578,0.0726
29804.1985,1.598,0.6446
29805.8136,1.6151,0.6515
29806.8171,1.0035,0.0692
29807.9717,1.1546,0.0728
29809.0539,1.0822,0.0813
29810.7663,1.7124,0.6302
29812.3476,1.5813,0.5995
29812.426,0.0784,0.0738
29813.0783,0.6523,0.6373
29813.9686,0.8903,0.8492
29814.9081,0.9395,0.9085
29815.8235,0.9154,0.8736
29815.9295,0.106,0.0737
29816.0806,0.1511,0.0788
29816.2126,0.132,0.0718
29816.9161,0.7035,0.6345
29817.0544,0.1383,0.0678
29817.7054,0.651,0.59
29818.4078,0.7024,0.6405
29820.1165,1.7087,0.6394
29821.3079,1.1914,0.0711
29822.409,1.1011,0.0788
29823.5201,1.1111,0.0809
29825.2244,1.7043,0.6233
29826.3876,1.1632,0.0737
29827.6514,1.2638,0.0731
29828.8074,1.156,0.0798
29829.921,1.1136,0.0716
29831.5762,1.6552,0.5978
29832.8087,1.2325,0.0679
29834.6101,1.8014,0.6619
29835.8368,1.2267,0.0757
29837.1205,1.2837,0.0742
29838.9606,1.8401,0.6398
29840.0772,1.1166,0.0677
29841.2623,1.1851,0.0801
29842.9706,1.7083,0.6188
29844.7197,1.7491,0.6673
29846.3752,1.6555,0.5793
29848.153,1.7778,0.6366
29850.6702,2.5172,1.3048
29851.8508,1.1806,0.0745
29853.0547,1.2039,0.0676
29854.5963,1.5416,0.5735
29855.7326,1.1363,0.0759
29857.4978,1.7652,0.6593
29859.2288,1.731,0.645
29860.8055,1.5767,0.6383
29862.3556,1.5501,0.6124
29863.542,1.1864,0.0782
29864.5659,1.0239,0.0788
29865.639,1.0731,0.0773
29866.8144,1.1754,0.0799
29867.9604,1.146,0.0749
29869.6281,1.6677,0.6771
29869.7072,0.0791,0.0744
29870.3484,0.6412,0.6251
29870.7034,0.355,0.3248
29871.6495,0.9461,0.9037
29872.0005,0.351,0.311
29872.1184,0.1179,0.0791
29872.2487,0.1303,0.0688
29872.3967,0.148,0.0764
29872.5426,0.1459,0.0717
29872.6871,0.1445,0.0784
29873.3816,0.6945,0.6366
29873.5304,0.1488,0.0794
29875.2665,1.7361,0.634
29876.9042,1.6377,0.6658
29878.0132,1.109,0.0772
29879.7187,1.7055,0.6676
29881.4488,1.7301,0.6658
29882.5132,1.0644,0.0819
29884.2528,1.7396,0.6459
29885.9735,1.7207,0.6246
29887.7039,1.7304,0.6463
29889.4548,1.7509,0.6722
29891.1888,1.734,0.631
29892.9392,1.7504,0.6531
29894.1148,1.1756,0.0711
29895.8236,1.7088,0.671
29897.6612,1.8376,0.6732
29898.7852,1.124,0.0825
29900.6003,1.8151,0.6123
29902.3068,1.7065,0.6448
29903.471,1.1642,0.0761
29905.1621,1.6911,0.5806
29907.007,1.8449,0.6618
29909.2873,2.2803,1.224
29910.9601,1.6728,0.6032
29912.1605,1.2004,0.0741
29913.2026,1.0421,0.07
29914.7148,1.5122,0.582
29915.8654,1.1506,0.0757
29916.8846,1.0192,0.076
29918.0443,1.1597,0.0707
29919.2035,1.1592,0.0697
29920.3016,1.0981,0.0755
29921.377,1.0754,0.0822
29922.5172,1.1402,0.078
29923.5272,1.01,0.0783
29925.2126,1.6854,0.6541
29926.7712,1.5586,0.6069
29926.8677,0.0965,0.0818
29927.5427,0.675,0.6704
29927.8976,0.3549,0.3231
29928.7764,0.8788,0.8501
29929.7508,0.9744,0.9352
29929.855,0.1042,0.0736
29930.5236,0.6686,0.6102
29931.2525,0.7289,0.6603
29931.3995,0.147,0.0799
29931.5273,0.1278,0.069
29932.2252,0.6979,0.643
29932.365,0.1398,0.0688
29933.9936,1.6286,0.6232
29935.6806,1.687,0.6212
29936.7764,1.0958,0.0824
29937.8124,1.036,0.0686
29939.0401,1.2277,0.0703
29940.2796,1.2395,0.0683
29941.4157,1.1361,0.0703
29942.6541,1.2384,0.0819
29944.3811,1.727,0.6671
29946.0554,1.6743,0.6659
29947.775,1.7196,0.6251
29949.5941,1.8191,0.6522
29950.7404,1.1463,0.0767
29951.8547,1.1143,0.0697
29953.1072,1.2525,0.0774
29954.3459,1.2387,0.08
29955.5438,1.1979,0.0778
29956.6587,1.1149,0.0707
29958.4042,1.7455,0.676
29959.6974,1.2932,0.07
29961.603,1.9056,0.6776
29964.0313,2.4283,1.2326
29965.0902,1.0589,0.0762
29966.6995,1.6093,0.5815
29968.3462,1.6467,0.6511
29970.03,1.6838,0.6478
29971.2043,1.1743,0.0721
